gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff
4525037711,0,18,4,1,3,4,2,0,1,0,252,60,16,433,39,4,0,4,3,2,1,0,0,243,49,-16,-433
4459414345,0,41,0,0,1,10,0,0,0,0,187,32,-6386,-4210,12,1,1,10,1,6,0,1,1,247,56,6386,4210
4505664040,1,14,4,1,11,2,9,0,0,0,251,48,5096,3310,15,3,0,2,11,2,0,0,0,196,53,-5096,-3310
4439587692,1,19,1,1,8,4,5,1,0,1,218,54,2756,1683,13,5,0,4,8,5,0,0,0,200,57,-2756,-1683
4508000311,1,15,2,0,2,3,2,0,1,0,180,44,-977,-1025,12,4,1,3,2,1,0,0,0,218,56,977,1025
4513365614,0,16,1,0,5,5,8,0,0,0,206,56,-808,-1655,38,6,1,5,5,6,0,0,0,241,44,808,1655
4473252742,0,14,0,0,7,9,5,0,0,0,209,50,-1559,-407,22,4,1,9,7,13,1,0,0,206,53,1559,407
4438138890,1,18,0,0,6,8,6,0,0,0,213,49,544,75,12,1,1,8,6,7,0,0,0,182,44,-544,-75
4467008289,1,22,4,1,5,2,2,1,1,0,217,53,1381,1017,16,3,0,2,5,1,0,0,0,212,60,-1381,-1017
4492625917,1,37,2,1,5,3,5,0,0,0,248,54,2031,1449,15,1,0,3,5,5,1,0,0,210,68,-2031,-1449
4502901044,0,14,4,0,3,3,2,1,0,0,246,56,131,370,20,2,1,3,3,1,0,0,0,227,64,-131,-370
4467732013,0,16,2,0,4,10,4,0,1,0,224,53,-2699,-2749,30,2,1,10,4,11,1,0,0,201,54,2699,2749
4514402510,0,17,0,1,5,7,7,1,0,0,181,63,-1672,-2698,14,0,0,7,5,6,0,0,0,218,76,1672,2698
4521277262,1,19,3,1,10,6,11,1,0,0,213,42,1201,316,18,4,0,6,10,5,0,0,0,234,44,-1201,-316
4521752962,1,29,3,1,7,5,5,1,1,0,222,55,-108,59,14,4,0,5,7,4,0,0,0,247,44,108,-59
4514070165,0,12,0,0,10,7,11,0,0,1,236,58,4633,2269,20,1,1,7,10,6,1,0,0,182,45,-4633,-2269
4525056568,0,18,4,0,2,7,0,0,0,0,191,62,-2262,-1391,18,3,1,7,2,4,1,0,0,218,48,2262,1391
4521255103,0,24,3,0,6,7,5,0,0,0,208,70,-49,500,17,2,1,7,6,10,1,0,0,207,45,49,-500
4510728488,1,18,2,1,6,4,4,1,0,0,229,54,1687,1089,36,3,0,4,6,5,0,1,0,232,56,-1687,-1089
4516919746,1,122,3,1,9,1,10,1,1,0,229,68,3933,2922,14,3,0,1,9,1,0,0,0,233,40,-3933,-2922
4499868617,0,12,4,0,4,10,3,1,0,0,203,41,-4061,-4397,16,2,1,10,4,6,0,0,0,224,72,4061,4397
4514234813,0,52,2,0,6,12,7,0,0,0,188,42,-4920,-3280,15,1,1,12,6,11,0,1,1,240,62,4920,3280
4513591449,0,19,2,0,4,5,2,0,0,0,210,52,-1705,-1839,11,4,1,5,4,1,0,0,0,227,62,1705,1839
4471416203,0,32,4,1,7,8,8,1,0,0,212,46,105,-1547,24,5,0,8,7,5,0,1,0,200,42,-105,1547
4521227315,1,14,0,0,3,5,3,0,0,0,233,57,-554,521,11,1,1,5,3,6,1,0,0,234,44,554,-521
4424144387,0,19,5,1,4,5,4,0,0,0,198,53,-1037,-1577,18,4,0,5,4,5,1,0,0,241,44,1037,1577
4517806218,0,16,2,1,9,8,7,0,1,0,202,62,-1144,480,13,5,0,8,9,11,1,0,1,199,45,1144,-480
4479974478,1,36,0,1,5,4,6,0,0,0,200,32,1173,953,12,1,0,4,5,3,1,0,0,186,63,-1173,-953
4423018162,0,18,2,1,8,2,11,0,0,0,232,44,3194,2534,13,3,0,2,8,2,1,0,0,208,51,-3194,-2534
4518401885,0,13,3,1,2,7,1,1,0,0,204,38,-2622,-1136,12,0,0,7,2,7,0,0,0,192,36,2622,1136
4525208730,1,15,3,1,6,4,4,1,0,0,242,52,1151,470,15,2,0,4,6,3,0,1,0,205,50,-1151,-470
4512774492,1,50,4,1,6,4,8,1,1,0,200,52,1463,1490,48,2,0,4,6,8,0,0,0,169,52,-1463,-1490
4522772001,0,14,2,0,4,6,1,0,0,0,221,52,-1038,-1307,15,2,1,6,4,5,1,1,0,226,66,1038,1307
4464439713,1,17,2,1,8,4,7,0,1,0,212,40,1424,1060,13,4,0,4,8,5,0,0,0,180,61,-1424,-1060
4479823004,1,18,1,0,13,9,18,1,0,0,232,44,527,721,12,4,1,9,13,5,0,0,0,216,63,-527,-721
4507330276,0,17,5,0,7,6,12,0,0,0,242,46,1807,932,52,4,1,6,7,9,1,1,0,198,60,-1807,-932
4447392049,0,43,6,1,11,4,12,0,1,0,256,43,2856,1262,16,0,0,4,11,6,1,0,0,210,72,-2856,-1262
4521089901,0,12,1,0,6,6,10,1,0,0,204,56,-964,-2454,13,1,1,6,6,3,0,1,0,241,56,964,2454
4427944005,0,20,2,0,7,8,6,0,1,0,199,51,-178,524,42,7,1,8,7,6,1,0,0,178,47,178,-524
4509784380,1,18,3,0,9,8,7,1,0,0,235,41,705,192,16,0,1,8,9,8,0,0,0,207,44,-705,-192
4524411421,1,16,0,0,10,10,14,1,0,0,208,55,908,306,15,1,1,10,10,16,0,0,0,210,44,-908,-306
4519898107,1,14,2,0,7,2,12,1,1,0,261,68,3558,3243,25,0,1,2,7,3,0,0,0,220,56,-3558,-3243
4517633575,0,12,6,0,1,6,0,0,0,0,241,56,-1299,-49,53,1,1,6,1,3,1,0,0,218,47,1299,49
4521948875,1,16,4,0,5,8,7,1,0,0,201,48,-1763,-1864,19,2,1,8,5,6,0,0,0,248,40,1763,1864
4509102299,1,15,0,0,10,4,12,0,0,0,232,64,2547,2189,12,1,1,4,10,4,0,0,0,247,41,-2547,-2189
4525041896,0,13,3,0,3,10,2,1,0,0,210,53,-3685,-3119,20,3,1,10,3,13,0,1,0,200,67,3685,3119
4515706467,0,83,13,1,7,11,3,0,0,0,194,25,-3689,-4682,35,2,0,11,7,7,1,0,0,216,59,3689,4682
4476006621,0,17,4,1,3,5,2,0,0,0,236,73,-764,803,33,4,0,5,3,6,1,1,0,233,46,764,-803
4499940691,1,16,3,1,9,2,5,0,0,0,223,51,3037,2694,14,2,0,2,9,2,1,0,0,213,41,-3037,-2694
4426644547,1,14,4,1,7,7,6,0,0,1,257,62,3545,2162,19,3,0,7,7,10,1,0,0,145,36,-3545,-2162
4525072812,0,14,2,0,7,7,10,1,0,0,209,48,-1031,-394,16,4,1,7,7,7,0,0,0,255,60,1031,394
4524217548,0,17,1,0,5,10,6,0,0,0,213,59,-1796,-749,16,2,1,10,5,15,1,0,0,214,44,1796,749
4499622849,1,16,6,1,5,4,9,0,0,0,247,37,1626,747,17,2,0,4,5,5,1,0,0,203,51,-1626,-747
4499844894,1,40,1,0,6,8,10,0,1,0,250,70,832,1330,12,1,1,8,6,11,1,0,0,186,48,-832,-1330
4460534353,1,16,0,0,11,6,11,1,1,0,242,52,2750,2647,14,2,1,6,11,9,0,0,0,203,52,-2750,-2647
4495269641,0,16,1,0,5,8,4,0,1,0,227,28,-1524,-827,11,3,1,8,5,11,0,0,0,186,39,1524,827
4524995677,0,16,4,1,6,8,2,1,0,0,224,53,-1370,-875,20,2,0,8,6,9,0,0,0,210,36,1370,875
4464596479,0,14,3,0,4,6,4,0,0,0,209,43,-1506,-412,17,3,1,6,4,7,1,0,0,231,44,1506,412
4452452649,0,13,5,0,6,7,2,0,0,0,199,52,-1101,-718,17,4,1,7,6,5,1,1,0,212,40,1101,718
4420481816,0,18,4,0,8,3,7,0,1,0,252,44,2774,2207,15,4,1,3,8,2,1,0,0,225,47,-2774,-2207
4412895789,0,24,0,0,8,11,9,0,0,0,222,44,-1806,-588,13,3,1,11,8,13,1,1,0,215,55,1806,588
4525114135,0,12,5,0,6,4,8,1,0,0,248,44,1265,1248,16,5,1,4,6,4,0,1,0,207,52,-1265,-1248
4496624699,1,17,3,0,6,14,4,0,0,0,200,46,-4443,-4140,16,3,1,14,6,9,1,0,0,227,66,4443,4140
4522663961,0,19,3,0,3,5,1,0,0,0,233,59,-927,967,16,4,1,5,3,7,1,0,0,216,48,927,-967
4522251387,1,12,3,1,9,5,9,0,0,0,221,36,1425,728,14,2,0,5,9,3,1,1,0,208,44,-1425,-728
4472377536,1,14,3,0,6,4,6,1,0,0,211,60,1177,1161,14,0,1,4,6,2,0,0,0,204,71,-1177,-1161
4466226469,1,19,2,1,2,7,2,1,0,0,231,64,-1586,410,17,5,0,7,2,14,0,1,0,211,64,1586,-410
4473936532,0,16,2,0,5,10,3,1,1,0,232,44,-2896,-2081,15,2,1,10,5,6,0,0,0,236,76,2896,2081
4524445302,1,18,1,0,12,9,10,0,0,0,143,48,905,1054,12,3,1,9,12,9,0,0,0,181,40,-905,-1054
4459740551,0,17,1,1,9,17,17,0,0,0,187,29,-3887,-3392,31,1,0,17,9,21,0,0,0,211,40,3887,3392
4463542711,1,32,2,1,12,6,12,1,0,0,202,47,3413,2984,16,2,0,6,12,7,0,0,0,210,39,-3413,-2984
4508629003,0,16,2,1,7,9,5,1,1,0,228,48,-256,-1580,34,2,0,9,7,7,0,0,0,230,52,256,1580
4475094281,1,19,5,1,7,10,7,0,0,0,227,44,-1820,-1412,17,7,0,10,7,11,0,0,0,231,45,1820,1412
4513430767,1,14,1,1,6,4,12,1,0,0,224,39,625,-534,102,1,0,4,6,4,0,0,0,217,48,-625,534
4508634893,0,12,2,0,2,6,1,0,0,0,196,60,-3628,-2009,14,2,1,6,2,4,1,0,0,266,60,3628,2009
4522792360,0,30,6,1,5,5,7,0,1,0,217,67,769,480,16,4,0,5,5,6,1,0,0,233,54,-769,-480
4507927084,0,18,5,0,8,8,8,1,0,0,229,43,-576,-682,18,3,1,8,8,6,0,1,0,198,66,576,682
4522505411,0,14,16,0,3,9,2,0,0,0,213,40,-3900,-3550,42,2,1,9,3,8,1,0,0,255,51,3900,3550
4454104215,1,14,2,0,9,8,10,1,0,0,192,43,-7,-231,19,2,1,8,9,8,0,1,0,209,60,7,231
4516166112,1,13,6,1,10,7,10,0,0,0,207,44,1683,1433,14,3,0,7,10,5,1,0,0,231,56,-1683,-1433
4454239214,0,16,4,0,3,10,2,0,0,0,193,40,-4782,-3408,17,8,1,10,3,11,1,0,0,245,51,4782,3408
4517801069,1,38,3,1,9,7,11,1,0,0,205,40,636,-214,14,1,0,7,9,9,0,0,0,215,48,-636,214
4518738712,1,40,1,0,7,14,6,1,0,0,183,37,-3421,-2624,13,4,1,14,7,12,0,0,0,219,49,3421,2624
4497571086,1,18,5,0,5,3,6,1,0,0,240,61,976,1599,39,3,1,3,5,5,0,0,0,230,42,-976,-1599
4477243448,0,40,3,0,6,7,6,0,0,0,212,52,-211,-1305,17,4,1,7,6,7,0,1,0,211,46,211,1305
4386507847,1,18,5,0,7,5,6,0,0,0,215,52,1221,462,35,3,1,5,7,5,0,0,0,197,48,-1221,-462
4474136526,1,17,5,0,7,1,8,0,0,0,226,36,2037,1291,35,3,1,1,7,0,1,0,0,217,80,-2037,-1291
4523618632,1,15,5,1,6,3,11,1,0,0,241,36,817,-94,38,2,0,3,6,3,0,0,0,229,58,-817,94
4507859079,1,18,2,1,4,4,4,0,0,0,215,48,-137,-351,15,1,0,4,4,1,1,0,0,227,72,137,351
4524740998,1,43,6,1,4,7,4,1,0,0,226,33,-1539,-1497,23,9,0,7,4,12,0,0,0,205,52,1539,1497
4512162103,0,13,5,0,5,7,4,0,0,0,191,48,-1707,-1286,62,3,1,7,5,10,1,0,0,216,51,1707,1286
4465066223,1,13,1,0,6,9,2,1,0,0,228,55,-556,-235,17,1,1,9,6,13,0,0,0,143,60,556,235
4523411488,1,20,1,1,9,7,15,1,0,0,199,37,-146,-717,12,3,0,7,9,8,0,1,0,225,44,146,717
4524017392,1,15,1,1,12,4,9,0,1,0,227,37,4083,2884,15,2,0,4,12,1,1,0,0,191,52,-4083,-2884
4513054107,1,17,1,0,5,5,6,0,0,0,223,64,1389,1418,38,2,1,5,5,7,1,0,0,226,49,-1389,-1418
4478629184,0,28,4,0,3,4,3,1,0,0,211,55,-890,-528,16,2,1,4,3,5,0,1,0,208,44,890,528
4395598976,0,12,3,1,4,9,5,0,0,0,192,32,-2519,-1095,18,3,0,9,4,15,0,0,0,194,46,2519,1095
4524952056,0,87,1,0,4,15,4,0,0,0,183,30,-4440,-4020,10,1,1,15,4,14,0,0,0,201,51,4440,4020
4453994009,1,15,3,1,7,6,7,0,0,0,251,64,1140,705,17,1,0,6,7,4,1,1,0,190,56,-1140,-705
4462358723,0,15,4,1,5,7,2,0,0,0,172,40,-1656,-1832,13,5,0,7,5,3,0,0,0,219,51,1656,1832
4512811324,1,23,3,0,10,5,16,0,0,0,192,40,2171,-261,37,2,1,5,10,6,1,1,0,199,40,-2171,261
4438263187,1,18,1,1,12,4,15,0,0,0,206,60,3841,2484,14,2,0,4,12,3,0,0,0,216,56,-3841,-2484
4483907436,1,16,3,0,4,11,5,0,1,1,232,40,-885,-2172,37,1,1,11,4,15,1,0,0,216,36,885,2172
4521937261,0,16,2,0,3,8,4,1,1,0,191,60,-2752,-2286,17,4,1,8,3,9,0,0,0,241,52,2752,2286
4515587675,1,17,3,1,13,9,22,0,0,0,207,31,2081,466,17,4,0,9,13,11,0,0,0,200,44,-2081,-466
4517493567,0,15,5,1,4,3,4,0,0,0,232,53,453,-19,16,2,0,3,4,3,0,0,0,209,51,-453,19
4469549199,0,15,2,1,3,1,3,1,0,0,224,56,830,-1002,40,4,0,1,3,1,0,1,0,220,56,-830,1002
4500100836,0,21,2,0,8,8,3,0,0,0,203,48,94,-445,17,4,1,8,8,6,0,0,0,168,48,-94,445
4451727242,0,70,2,0,8,6,12,1,1,0,178,56,-722,891,13,1,1,6,8,6,0,0,0,232,39,722,-891
4462194525,0,18,1,0,6,7,10,0,1,0,230,47,-1491,-799,38,5,1,7,6,11,1,0,0,222,53,1491,799
4481415061,0,10,1,0,6,14,3,0,0,0,198,59,-3109,-1745,13,1,1,14,6,16,1,1,0,201,37,3109,1745
4519169394,0,15,4,1,7,11,9,0,0,0,230,56,537,-477,16,4,0,11,7,11,1,0,0,178,51,-537,477
4449504375,1,15,9,0,13,5,10,1,1,0,222,71,4079,5568,39,1,1,5,13,6,0,0,0,208,40,-4079,-5568
4468503240,1,91,3,0,10,5,13,0,0,1,213,50,4006,2081,17,1,1,5,10,6,0,0,0,210,47,-4006,-2081
4495708706,0,18,2,1,3,10,4,0,0,0,200,48,-3582,-5395,16,0,0,10,3,10,1,1,0,246,63,3582,5395
4505357300,1,16,4,0,6,6,5,0,0,0,205,56,-355,233,19,3,1,6,6,5,1,0,0,224,48,355,-233
4523723534,1,18,11,1,7,6,8,0,0,1,207,46,3464,994,41,1,0,6,7,6,0,0,0,178,22,-3464,-994
4479157446,1,16,2,1,9,5,9,1,0,0,225,60,2217,2183,12,1,0,5,9,3,0,1,0,229,32,-2217,-2183
4518376722,1,13,1,1,8,3,9,1,1,0,235,59,3049,1511,13,3,0,3,8,2,0,0,0,234,54,-3049,-1511
4521259209,1,13,2,0,5,6,4,1,0,0,198,44,-305,-474,25,2,1,6,5,7,0,0,0,199,40,305,474
4471123041,0,54,3,0,4,2,6,1,0,0,229,53,1325,479,15,3,1,2,4,1,0,1,0,218,54,-1325,-479
4524913184,1,17,2,1,6,6,10,0,0,0,221,44,-53,87,14,4,0,6,6,9,1,0,0,203,52,53,-87
4514301047,0,35,1,0,5,9,5,0,0,0,196,40,-2865,-1441,16,4,1,9,5,7,1,0,0,237,32,2865,1441
4512184541,0,10,1,1,7,7,5,0,0,0,215,42,-93,-561,33,0,0,7,7,8,1,0,0,217,40,93,561
4517823800,0,19,5,1,6,7,7,0,0,0,225,46,-420,-1185,15,3,0,7,6,10,1,0,0,212,50,420,1185
4518835789,1,22,6,1,7,3,6,1,0,0,253,64,5008,2355,60,6,0,3,7,3,0,1,0,179,45,-5008,-2355
4510355472,0,19,2,1,4,6,1,0,0,0,188,53,-2074,-1795,19,3,0,6,4,5,1,1,0,196,56,2074,1795
4512067346,1,14,5,0,5,4,7,0,1,0,188,63,-3,1013,20,3,1,4,5,7,0,0,0,190,48,3,-1013
4514106633,0,15,2,1,5,5,5,0,0,0,213,47,-837,-660,21,3,0,5,5,7,1,1,0,249,47,837,660
4522399054,1,38,2,1,5,5,6,1,0,0,229,39,510,-747,37,4,0,5,5,6,0,1,0,216,55,-510,747
4519443312,0,16,3,0,6,11,8,1,0,0,200,43,-3549,-2407,14,4,1,11,6,12,0,0,0,214,60,3549,2407
4523035934,1,17,4,0,6,6,6,0,0,0,240,56,272,359,56,2,1,6,6,7,1,0,0,199,68,-272,-359
4429486916,1,18,2,1,9,5,9,0,0,0,230,51,2187,2189,45,3,0,5,9,5,0,0,0,206,52,-2187,-2189
4482052361,0,19,6,0,2,8,4,0,0,0,222,33,-4907,-2556,18,7,1,8,2,11,0,1,1,242,40,4907,2556
4522798631,1,14,3,1,5,4,3,1,0,0,238,64,63,648,16,1,0,4,5,5,0,0,0,210,64,-63,-648
4477176627,1,17,0,0,4,8,6,0,1,0,222,68,-2132,-484,15,2,1,8,4,13,1,0,0,230,47,2132,484
4475170098,0,12,4,0,5,6,5,0,1,0,211,71,-976,-964,15,2,1,6,5,8,1,0,0,222,69,976,964
4432091797,0,86,4,1,3,5,3,0,0,0,186,62,-1342,-1966,36,6,0,5,3,6,1,0,0,218,54,1342,1966
4495710198,1,16,1,1,8,2,5,1,0,0,229,40,2304,2532,14,3,0,2,8,2,0,0,0,208,44,-2304,-2532
4520931258,1,15,6,0,10,2,11,0,0,0,218,70,4219,3379,83,3,1,2,10,1,1,0,0,219,56,-4219,-3379
4424048842,0,22,7,1,6,7,7,0,0,0,180,45,-2049,-2340,46,6,0,7,6,9,0,0,0,243,46,2049,2340
4512915759,0,16,4,0,1,5,2,0,0,0,187,48,-4179,-3823,20,4,1,5,1,4,1,0,0,236,67,4179,3823
4476065129,0,17,7,0,6,6,9,0,0,0,269,40,-66,-1073,19,5,1,6,6,3,1,0,0,245,56,66,1073
4494781192,1,16,3,0,9,7,13,1,1,0,178,60,510,142,14,1,1,7,9,4,0,0,0,215,56,-510,-142
4525224702,0,15,3,1,4,3,2,0,1,0,263,53,2591,1567,15,2,0,3,4,1,1,0,0,208,35,-2591,-1567
4475925954,0,14,1,1,4,12,5,0,0,0,198,46,-3772,-3034,13,1,0,12,4,20,1,0,1,177,53,3772,3034
4516121686,0,25,1,1,6,6,11,1,0,0,240,43,965,-878,17,2,0,6,6,7,0,0,0,233,51,-965,878
4420667626,0,11,1,0,1,5,1,0,0,0,223,34,-3468,-2158,14,2,1,5,1,7,1,1,0,259,70,3468,2158
4489494110,1,25,5,1,14,3,15,0,0,0,212,54,6153,3916,13,4,0,3,14,4,0,0,0,196,45,-6153,-3916
4523340688,0,15,0,0,0,5,0,0,0,0,233,60,-2216,-2730,56,2,1,5,0,8,1,0,0,229,60,2216,2730
4496344135,0,17,4,0,6,11,4,1,0,0,191,39,-2308,-1767,19,6,1,11,6,14,0,0,0,206,28,2308,1767
4524697287,1,17,4,1,6,6,5,0,1,0,210,54,1917,-179,14,2,0,6,6,3,1,0,0,194,51,-1917,179
4523386766,0,14,4,0,4,7,6,0,0,0,268,52,-1676,-1759,13,4,1,7,4,8,1,0,0,244,84,1676,1759
4518474732,1,18,1,1,10,5,8,1,0,0,242,48,2709,1259,13,0,0,5,10,7,0,0,0,214,60,-2709,-1259
4486453937,0,17,5,0,6,8,5,0,0,0,222,36,-1304,-552,40,6,1,8,6,12,1,0,0,216,46,1304,552
4496397328,1,42,4,1,8,5,10,1,0,0,229,59,1824,1409,14,1,0,5,8,5,0,0,0,222,60,-1824,-1409
4520768462,0,17,7,0,11,8,15,0,0,0,174,38,229,-45,17,5,1,8,11,9,1,1,0,212,44,-229,45
4518654959,1,15,2,0,4,4,4,0,1,0,252,57,1507,1667,29,2,1,4,4,1,0,0,0,214,56,-1507,-1667
4519058321,0,12,3,0,1,5,3,1,0,0,231,65,-1787,-1135,17,3,1,5,1,4,0,0,0,235,61,1787,1135
4512960247,0,14,2,0,8,7,3,0,0,0,234,49,815,1397,15,2,1,7,8,4,0,0,0,182,52,-815,-1397
4445314635,0,13,2,0,5,14,6,1,0,0,167,48,-4767,-5061,15,1,1,14,5,9,0,0,0,238,44,4767,5061
4477030195,0,13,3,0,4,6,6,0,0,0,221,43,-1861,-2532,15,4,1,6,4,10,1,0,0,262,64,1861,2532
4497887298,0,68,0,0,1,14,1,1,0,0,174,53,-7655,-4485,15,4,1,14,1,18,0,0,1,234,29,7655,4485
4459403995,1,20,1,0,4,9,3,0,0,0,212,56,-2058,-2051,12,6,1,9,4,11,0,0,0,224,54,2058,2051
4489079383,1,16,3,0,5,5,7,1,0,0,201,52,-575,-208,18,1,1,5,5,3,0,0,0,213,64,575,208
4516695912,0,12,2,1,4,2,2,0,1,0,245,61,1765,701,15,0,0,2,4,1,0,0,0,212,58,-1765,-701
4490435808,0,13,5,1,5,5,8,0,1,0,220,40,540,269,15,2,0,5,5,8,1,0,0,185,54,-540,-269
4524895124,1,16,3,0,12,9,15,0,0,0,186,48,862,-442,17,4,1,9,12,11,1,0,0,204,48,-862,442
